2022-8-23 19:48:54:370
2022-8-23 19:53:09:398
0.757,1.954,-1.215
0.757,1.955,-1.216
0.756,1.955,-1.215
0.753,1.955,-1.214
0.752,1.956,-1.214
0.752,1.956,-1.214
0.753,1.957,-1.213
0.755,1.958,-1.214
0.757,1.958,-1.214
0.758,1.959,-1.213
0.758,1.958,-1.211
0.759,1.958,-1.211
0.760,1.958,-1.210
0.761,1.958,-1.210
0.761,1.958,-1.211
0.760,1.959,-1.212
0.759,1.959,-1.213
0.758,1.959,-1.214
0.758,1.959,-1.214
0.756,1.958,-1.213
0.755,1.958,-1.213
0.755,1.957,-1.212
0.755,1.956,-1.212
0.755,1.956,-1.211
0.755,1.956,-1.211
0.755,1.955,-1.211
0.754,1.955,-1.211
0.754,1.956,-1.211
0.754,1.956,-1.211
0.754,1.956,-1.211
0.754,1.956,-1.211
0.754,1.957,-1.211
0.755,1.957,-1.210
0.755,1.957,-1.210
0.755,1.958,-1.210
0.754,1.958,-1.210
0.754,1.958,-1.209
0.755,1.957,-1.209
0.755,1.958,-1.209
0.755,1.958,-1.208
0.755,1.957,-1.208
0.755,1.958,-1.208
0.754,1.957,-1.208
0.754,1.957,-1.208
0.754,1.957,-1.208
0.754,1.957,-1.207
0.754,1.957,-1.207
0.754,1.956,-1.207
0.754,1.956,-1.206
0.753,1.956,-1.206
0.753,1.956,-1.206
0.753,1.956,-1.206
0.753,1.956,-1.206
0.754,1.956,-1.206
0.754,1.956,-1.205
0.754,1.956,-1.205
0.754,1.956,-1.205
0.754,1.956,-1.205
0.755,1.956,-1.205
0.755,1.956,-1.205
0.755,1.956,-1.205
0.755,1.956,-1.204
0.755,1.956,-1.204
0.755,1.956,-1.204
0.755,1.955,-1.204
0.755,1.955,-1.204
0.755,1.955,-1.204
0.755,1.955,-1.204
0.755,1.954,-1.204
0.755,1.954,-1.204
0.756,1.954,-1.204
0.755,1.954,-1.204
0.755,1.953,-1.204
0.756,1.953,-1.204
0.756,1.953,-1.204
0.756,1.953,-1.204
0.756,1.952,-1.204
0.756,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.757,1.952,-1.204
0.758,1.952,-1.204
0.758,1.952,-1.204
0.758,1.952,-1.204
0.758,1.952,-1.204
0.758,1.951,-1.204
0.758,1.951,-1.204
0.758,1.951,-1.205
0.758,1.951,-1.205
0.758,1.951,-1.205
0.758,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.951,-1.205
0.757,1.952,-1.205
0.756,1.952,-1.206
0.756,1.952,-1.206
0.756,1.953,-1.206
0.756,1.953,-1.206
0.757,1.953,-1.206
0.757,1.953,-1.206
0.757,1.954,-1.206
0.757,1.954,-1.207
0.757,1.954,-1.207
0.757,1.954,-1.207
0.757,1.954,-1.207
0.757,1.954,-1.207
0.757,1.954,-1.208
0.757,1.954,-1.208
0.757,1.954,-1.208
0.757,1.953,-1.207
0.756,1.953,-1.208
0.756,1.953,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.954,-1.208
0.756,1.955,-1.208
0.756,1.955,-1.208
0.756,1.955,-1.208
0.756,1.955,-1.208
0.756,1.955,-1.208
0.756,1.955,-1.208
0.756,1.956,-1.209
0.756,1.956,-1.209
0.756,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.755,1.956,-1.209
0.754,1.956,-1.209
0.754,1.956,-1.209
0.754,1.957,-1.209
0.754,1.957,-1.209
0.754,1.956,-1.209
0.754,1.956,-1.209
0.754,1.956,-1.209
0.754,1.956,-1.209
0.754,1.956,-1.209
0.754,1.956,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.955,-1.209
0.753,1.954,-1.209
0.753,1.954,-1.208
0.753,1.954,-1.208
0.753,1.954,-1.209
0.753,1.954,-1.209
0.753,1.953,-1.208
0.754,1.953,-1.208
0.754,1.953,-1.208
0.754,1.953,-1.208
0.754,1.953,-1.208
0.754,1.952,-1.208
0.755,1.952,-1.208
0.755,1.952,-1.208
0.755,1.952,-1.208
0.755,1.951,-1.208
0.754,1.951,-1.208
0.754,1.951,-1.208
0.754,1.950,-1.207
0.754,1.950,-1.207
0.753,1.950,-1.207
0.753,1.950,-1.207
0.753,1.950,-1.207
0.753,1.949,-1.207
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.949,-1.206
0.753,1.950,-1.206
0.753,1.950,-1.206
0.754,1.952,-1.206
0.754,1.953,-1.206
0.755,1.955,-1.207
0.755,1.956,-1.207
0.756,1.959,-1.207
0.757,1.962,-1.207
0.759,1.965,-1.207
0.760,1.969,-1.207
0.761,1.971,-1.207
0.763,1.975,-1.207
0.766,1.980,-1.207
0.768,1.984,-1.207
0.771,1.988,-1.208
0.772,1.990,-1.208
0.773,1.993,-1.208
0.773,1.996,-1.208
0.772,1.998,-1.208
0.772,2.000,-1.208
0.771,2.000,-1.208
0.771,2.001,-1.207
0.771,2.001,-1.207
0.771,2.001,-1.207
0.771,2.000,-1.207
0.771,1.999,-1.207
0.772,1.999,-1.207
0.776,2.004,-1.207
0.777,2.000,-1.209
0.779,1.997,-1.209
0.779,1.997,-1.209
0.781,1.996,-1.208
0.782,1.997,-1.207
0.783,1.997,-1.207
0.783,1.998,-1.208
0.784,1.998,-1.207
0.785,1.999,-1.207
0.786,1.999,-1.208
0.787,1.999,-1.208
0.787,1.999,-1.208
0.788,1.999,-1.208
0.788,1.999,-1.208
0.789,1.998,-1.208
0.789,1.998,-1.208
0.790,1.997,-1.208
0.790,1.997,-1.208
0.791,1.996,-1.208
0.792,1.995,-1.208
0.792,1.994,-1.208
0.793,1.993,-1.208
0.793,1.993,-1.207
0.794,1.992,-1.207
0.795,1.991,-1.207
0.795,1.990,-1.207
0.795,1.990,-1.207
0.796,1.989,-1.207
0.796,1.989,-1.208
0.796,1.988,-1.208
0.797,1.988,-1.208
0.797,1.988,-1.208
0.797,1.987,-1.208
0.797,1.987,-1.208
0.796,1.987,-1.208
0.797,1.987,-1.209
0.797,1.987,-1.209
0.797,1.987,-1.209
0.797,1.987,-1.210
0.796,1.987,-1.210
0.796,1.987,-1.210
0.797,1.988,-1.211
0.797,1.988,-1.211
0.797,1.988,-1.211
0.798,1.988,-1.212
0.798,1.988,-1.212
0.798,1.988,-1.213
0.799,1.988,-1.213
0.799,1.988,-1.214
0.799,1.988,-1.214
0.800,1.989,-1.215
0.800,1.989,-1.216
0.801,1.990,-1.217
0.801,1.992,-1.220
0.803,1.993,-1.222
0.804,1.994,-1.223
0.806,1.996,-1.224
0.806,1.997,-1.225
0.807,1.998,-1.226
0.809,1.999,-1.227
0.810,2.000,-1.229
0.812,2.001,-1.230
0.812,2.001,-1.230
0.814,2.002,-1.232
0.815,2.003,-1.233
0.817,2.004,-1.234
0.818,2.004,-1.236
0.820,2.005,-1.237
0.821,2.005,-1.238
0.822,2.006,-1.239
0.823,2.007,-1.240
0.825,2.007,-1.242
0.826,2.008,-1.243
0.827,2.008,-1.243
0.828,2.008,-1.244
0.829,2.009,-1.246
0.830,2.009,-1.247
0.832,2.010,-1.248
0.832,2.010,-1.248
0.833,2.011,-1.250
0.835,2.011,-1.251
0.836,2.012,-1.252
0.837,2.012,-1.253
0.838,2.013,-1.254
0.840,2.013,-1.255
0.841,2.014,-1.256
0.842,2.014,-1.256
0.844,2.015,-1.257
0.845,2.015,-1.258
0.846,2.015,-1.259
